,index,Title,Content,Category
2830,2,"
Speed of world's fastest spinning object reaches 300 billion rpm
","Purdue scientists, who created the fastest spinning object in 2018 in the form of a dumbbell-shaped silica nanoparticle suspended in a vacuum rotating at 60 billion rpm, have increased the object's speed to 300 billion rpm. Researchers state that the spinning nanoparticle can be used to study nanoscale magnetism and the quantum geometric phase.",science
2831,3,"
2019 second hottest year on record, extreme weather ahead: UN
","The year 2019 was the second warmest year on record after 2016, UN's World Meteorological Organisation report said. The past decade was the hottest on record, the UN added, stating that they ""expect to see much extreme weather throughout 2020 and coming decades"". An official said this will be ""fuelled by record levels of heat-trapping greenhouse gases in the atmosphere"".",science
2832,4,"
ISRO's communication satellite GSAT-30 launched from South America
","India's communication satellite GSAT-30, aimed at providing high-quality television, telecommunications and broadcasting services, was successfully launched onboard Ariane-5 rocket from French Guiana on Friday. French Guiana is an overseas department of France on the northeast coast of South America. ISRO's UR Rao Satellite Centre Director P Kunhikrishnan was also present at the launch site.",science
2833,5,"
Sea lions yawn due to anxiety: Researchers
","Spanish researchers have concluded that sea lions yawn due to anxiety after finding that sea lions' frequency of yawns increases immediately after a social conflict among members of a group. ""Our next step is to analyse whether sea lions also have the contagious effect of yawning, which can be attributed to empathy among equals,"" the study's authors state.",science
2834,6,"
17-year-old UK girl collapses every time she laughs due to neurological disorder
","Billie Hodgson, a 17-year-old teen in the UK collapses every time she laughs due to a neurological disorder known as cataplexy. It's characterised by sudden, uncontrollable muscle paralysis when a person experiences a strong emotion, according to the National Sleep Foundation. There is no cure for cataplexy and the only available treatment involves taking daily medication to manage the symptoms.",science
2835,7,"
Startup develops smart contact lens with screen, night vision, zoom-in feature
","Silicon Valley-based startup Mojo Vision is prototyping a smart contact lens with an embedded display that utilizes augmented reality (AR) to show useful information like the weather, health data and notifications. Equipped with various sensors, the lenses will enhance the vision of wearers, with capabilities like zooming in and night vision. The display will be visible even with eyes closed.",science
2836,8,"
Scientists building oxygen plant to make breathable air out of moondust
","Scientists at the European Space Agency have set up a prototype oxygen plant in the Netherlands to produce breathable air out of moondust. The facility would help Moon settlers breathe and produce rocket fuel locally. It uses 'molten salt electrolysis' method to extract oxygen from lunar regolith, loose deposits on the Moon's surface made up of 40-45% oxygen by weight.",science
2837,9,"
SpaceX plans to send a million people to Mars by 2050 via Starship: CEO Musk
","SpaceX CEO Elon Musk has revealed the company's goals around Starship spacecraft and Mars-colonising missions. Musk tweeted that building 100 Starships per year may send 100,000 people from Earth to Mars every time the planets' orbits line up favourably. When a user questioned if the goal meant a million people could be sent to Mars by 2050, Musk replied, ""Yes"".",science
2838,10,"
SpaceX's 1st crewed mission to space station likely in April-June: Musk
","After SpaceX successfully tested the emergency escape system on Crew Dragon, CEO Elon Musk said he expects the spacecraft's first crewed flight to happen in the second quarter, likely between April-June. SpaceX is ""highly confident"" the hardware would be ready within the first quarter, probably in February, Musk added. SpaceX will carry NASA astronauts to the International Space Station (ISS).",science
2839,11,"
Male sparrows less intimidated by songs of aging rivals: Study
",A new study has found that male sparrows show more aggressive behaviour towards younger-sounding male rivals. The team had set up a speaker in the territories of 35 male swamp sparrows in a Pennsylvania marsh and played them five-minute audio clips of stranger males recorded at age two and again at the age 10.,science
2840,12,"
436-million-year-old scorpion becomes oldest known scorpion species
","Scientists have discovered that two fossilised scorpions, discovered in 1985 but studied recently, lived about 436.5-437.5 million years ago, making it the oldest-known scorpion species. The aquatic 'Parioscorpio venator' could also live on land and is now one of the earliest air breathers known to science. Scorpions were among the first animals to fully transition to terrestrial mode of life.",science
2841,13,"
Study shows risks associated with cannabis exposure during pregnancy 
","A new study from researchers at Western University and Queen's University has definitively shown that regular exposure to THC, the main psychoactive ingredient in cannabis, during pregnancy has a significant impact on placental and fetal development. In an experimental rat model, the researchers noted a reduction in birth weight of 8% and decreased brain and liver growth by over 20%.",science
2842,14,"
Scientists use bacteria to make 'living' concrete that can heal itself
","Scientists have created a 'living building material' (LMB) that can heal itself by introducing inert structural sand-hydrogel scaffold with Synechococcus sp. PCC 7002, a photosynthetic cyanobacterium. The bacteria in the material absorbs sunlight, nutrients, and carbon dioxide and releases calcium carbonate, the rigid compound found in seashells and cement.",science
2843,15,"
Human ancestors could eat hard plant tissue without dental damage: Study
",A new study has found evidence that human ancestors could eat hard plant tissue without damaging their teeth. Researchers made the discovery after using experiments looking at microscopic interactions between food particles and enamel. The team found that even the hardest plant tissues scarcely wear down primate teeth.,science
2844,16,"
Asteroid, not volcanic eruptions, led to dinosaurs' extinction: Study
","A Yale-led team of researchers has discovered that a 10-kilometre-wide asteroid that crashed into modern-day Mexico was the sole driver of the mass extinction that killed dinosaurs. Gas emissions from the volcanic eruptions in India, thought to have contributed to the event, instead happened 200,000 years before asteroid's impact, the team said. The extinction event occurred 66 million years ago.",science
2845,17,"
Humans could become vectors for new coronavirus: China health authorities
","Chinese health authorities have said that it is possible that the new coronavirus could be passed through human contact but the risk of person-to-person transmission is low. Officials state that so far at least one person has been killed and dozens infected by the new virus, which can cause respiratory illness and has influenza-type symptoms.",science
2846,18,"
Astronauts on Moon, Mars may grow homes out of fungi, says NASA
","Instead of habitats made of metal and glass, NASA is prototyping technologies that could grow structures out of fungi on Moon and Mars to house astronauts. With the concept, explorers would take a compact habitat built of lightweight material with dormant fungi to Mars. When they add water, the fungi would grow around the framework into a functional human habitat.",science
2847,19,"
Scientists generating oxygen from simulated moon dust
","European researchers are working on a system that can create breathable oxygen from simulated samples of moon dust. The oxygen extraction is taking place using a method called molten salt electrolysis, in which electricity is passed through the rocks to gather oxygen and metal alloys. Notably, research has found that simulated moon dust can kill human cells and alter DNA.",science
2848,20,"
Genetic element responsible for dogs' intensity of coat color found
","UC Davis School of Veterinary Medicine geneticists have found that the coat colour in dogs is related to a region of DNA on the dog chromosome 15 that can have multiple copies related to coat colour. When researchers looked across a range of breeds, dogs with a higher number of copies of this region had more intense coat colours.",science
2849,21,"
Russia looking forward to training Indian astronauts: Russian diplomat
","Russian diplomat Roman Babushkin said on Friday that Russia is ""ready and looking forward"" to training a team of Indian astronauts for the Gaganyaan mission. ""A team of Indian astronauts is going to Russia this month. We have very good expertise in Russia on how to train astronauts which we have developed over decades,"" Babushkin said during his India visit.",science
2850,22,"
Fossils of largest theropod to date found in Australia
","Researchers have identified fossils found near Winton as remains of the largest theropod found to date in Australia. Theropods are a group of large, bipedal, carnivorous dinosaurs, with both Tyrannosaurus rex and Velociraptor being part of the group. The fossil size suggests the creature was approximately two meters tall and five to seven meters long. ",science
2851,23,"
Material made which is heat-insulating, heat-conducting at same time
",Scientists have developed an extremely thin and transparent material that has different thermal conduction properties depending on the direction. The material can conduct heat extremely well in one direction while showing good thermal insulation in the other direction. The material consists of alternating layers of wafer-thin glass plates between which individual polymer chains are inserted. ,science
2852,24,"
Scientists unexpectedly witness 3 wolf puppies play fetch
","Scientists were able to find that wolves can interpret human social communicative cues after three 8-week-old wolf puppies spontaneously showed interest in a ball and returned it to a perfect stranger upon encouragement. Scientists earlier hypothesised that cognitive abilities necessary to understand cues given by a human arose in dogs only after humans domesticated them at least 15,000 years ago.",science
2853,25,"
Rare giant squid's genome published for the first time
","An international team of researchers have fully mapped the genome sequence of the rare giant squid. The giant squid, named Architeuthis dux scientifically, has eyes that have a diameter of 10 inches, tentacles capable of snatching prey from 10 yards away, an average length of around 33 feet and a brain that is one of the biggest amongst invertebrates.",science
2854,26,"
Study on mice finds soybean oil causes genetic changes in brain
","A new research study on mice has shown that soybean oil not only leads to obesity and diabetes, but could also lead to neurological conditions like autism, Alzheimer's disease, anxiety, and depression. According to the US Department of Agriculture, soybean oil is by far the most widely produced and consumed edible oil in the US.",science
2855,0,"
Great Learning’s PGP-DSBA is India’s #1 Program: AIM
","For the 5th consecutive year, Great Learning's PG Program in Data Science & Business Analytics has been ranked as India's #1 program by AIM. Offered in classroom and online modes, with The University of Texas at Austin, it has enabled 4,000+ professionals to upskill in this field with 200+ hiring partners. Alumni have achieved an average salary hike of 48%.",science
2856,1,"
Master CyberSecurity with Stanford's course delivered by Great Learning
","The Advanced Computer Security Program by Stanford Center for Professional Development, delivered by Great Learning helps working professionals meet the demand for cybersecurity experts, which would be 1 mn by 2020, says NASSCOM. Professionals can learn industry-relevant skills via this 6-month online program to become cybersecurity architects, who earn ₹22.2 LPA median salary, according to Payscale.",science
2857,2,"
100-year-old tortoise retires after his sex drive helps to save his species
","A 100-year-old giant tortoise named Diego, who has been credited with helping to save his species from extinction, is set to return to the wild on the Galápagos Islands in Ecuador. Diego was among the male tortoises who were selected to take part in a breeding programme on Santa Cruz Island. Diego alone is believed to have fathered 800 tortoises.",science
2858,3,"
Sona invited for ISRO satellite launch, to speak about importance of science
","Singer Sona Mohapatra has been invited by a France-based space agency for ISRO satellite GSAT-30 launch on January 17. She'll represent India and speak about importance of space and science in daily life. ""I'm at the event to provide [the perspective of a musician] who has...an academic background in science (I hold a BTech in I&E degree),"" said Sona. ",science
2859,4,"
10-year-old Odisha boy with rare skin condition sheds his skin every month
","Jagannath, a 10-year-old boy from Odisha's Ganjam district sheds his skin every 4-6 weeks due to a rare skin condition called Lamellar ichthyosis, affecting one in 6,00,000 people. It causes the skin to form scales, dry out and eventually shed, alongside drying of eyelids, hair loss and overheating. Jagannath moisturises every three hours and bathes frequently to relieve the symptoms. ",science
2860,5,"
2019 warmest year for oceans in recorded history: Study
","The world's oceans were warmer in 2019 as compared to any other year in recorded human history, said a study published in the journal Advances in Atmospheric Sciences. Researchers said 2019 ocean temperature was about 0.075 degree Celsius over the average ocean temperature in 1981-2010. The oceans would have taken in 228 Sextillion Joules of heat to reach this temperature.",science
2861,6,"
Scientists harvest cells from frogs to build first-ever 'living robot'
","US-based scientists have created the first-ever 'living robot', made entirely of living cells harvested from African clawed frog embryos. Smaller than a millimetre, the 'xenobots' contain 500-1,000 cells and can perform tasks like move across a petri dish, self-organise and transport tiny payloads. The robot configurations are designed by an 'evolutionary' algorithm that runs on a supercomputer.",science
2862,7,"
Spanish startup makes vegan 'steak' with peas, seaweed through a 3D printer
","Spanish startup Novameat has created a new plant-based 'steak', 3D printed from items like peas, seaweed and beetroot juice. The startup claims the 'Steak 2.0' replicates the firm and fibrous textures of real meat, which was achieved by using 3D printing technology to cut the substitute into fine fibres to mimic muscle tissue. Its taste is still being experimented with.",science
2863,8,"
Elon Musk-led SpaceX blows up Starship tank on purpose
","SpaceX engineers have intentionally blown up a miniature Starship tank in order to test manufacturing and assembly methods that were upgraded recently. CEO Elon Musk, on Twitter, shared the overpressurisation test's results, indicating that it was a success. SpaceX requires Starship rockets to survive a minimum of 140% of the operating pressure to allow its use for future crewed flights.",science
2864,9,"
Tree grown from seeds of Isaac Newton's apple tree planted at his home
","British astronaut Tim Peake on Monday planted a tree sapling grown from the seeds of Isaac Newton's famed apple tree at the physicist's former house in England. In 2015, Peake took the seeds to the International Space Station, where they spent six months before returning. The apple tree is said to have inspired Newton to formulate his theory of gravity.",science
2865,10,"
Animals reduce symmetry of markings to improve camouflage: Study
",University of Bristol researchers have published a study that describes how animals have evolved by reducing the bilateral symmetry of their markings in order to mitigate this defensive disadvantage in their colouration. Researchers claim changes have occurred as the symmetrical midline makes the animals more noticeable to predators who can compare closer together symmetrical patterns more easily.,science
2866,11,"
Wildfires could turn Amazon into a carbon source by 2050: Study
","A new study claims that wildfires could burn up to 16 percent of the Brazilian Amazon forest region by 2050 and release enough carbon dioxide to convert parts of the forest from carbon dioxide sponge to source. Researchers, however, report that avoiding new deforestation among other drying factors could slow or prevent that transition.",science
2867,12,"
Scientists name new virus after catchphrase from Seinfeld
","Scientists have discovered a new alphavirus in Australian mosquitoes and have provisionally named it Yada Yada virus, after the 'Yada Yada' catchphrase from the American TV show Seinfeld. Researchers claim that the virus, which is a mosquito-specific virus, can help us understand how viruses evolved and can be useful for vaccine production and diagnostics",science
2868,13,"
Brazil to open new Antarctic base, 8 yrs after previous base got burnt
","Officials have revealed that Brazil will open a new research base in Antarctica this week, eight years after a fire destroyed its original scientific outpost. The base, which consists of 17 laboratories and accommodation for 64 people, has been built on the site of the previous facility. Brazil's Vice President Hamilton Mourao will attend the official opening ceremony.",science
2869,14,"
Oldest material on Earth, older than Solar System, found in a meteorite 
","In a meteorite that fell in Australia in 1969, scientists have discovered stardust that formed 5-7 billion years ago, the oldest solid material ever found on Earth. The stardust grains, termed 'presolar grains', are older than the Solar System itself which formed around 4.6 billion years ago. Stardust grains originate from a star's supernova explosion and eventually form new stars.",science
2870,15,"
Research identifies possible on-off switch for plant growth
","New research from the University of California Riverside has identified a protein that controls plant growth. Researchers found the protein, IRK, in the root cells of a plant related to mustard. The research demonstrated that turning off the gene that produces IRK causes an increase in the number of times the plant's root cells divide.",science
2871,16,"
Schizophrenia related to reduced links between brain cells: Study
","A new brain-scanning technique has uncovered evidence that suggests schizophrenia is linked to a loss of connections between brain cells. Researchers found the link after measuring a protein found in synapses called 'SV2A', which has been shown to be a good marker of the overall density of neural connections in the brain.",science
2872,17,"
Sadness, but not all negative emotions, heightens craving to smoke: Study
","Researchers from Harvard University have found that sadness, but not all negative emotions, appears to be an especially potent trigger of addictive substance use. The study also examined the topography of actual smoking behaviour, finding that experimentally induced sadness (as compared to neutral emotion) causally increased the volume and duration of cigarette puffs inhaled.",science
2873,18,"
Machine made that repairs, keeps human livers alive for a week
",Researchers from the University Hospital and ETH Zurich have developed a machine that repairs injured human livers and keep them alive outside the body for one week. The development of the machine may increase the number of available organs for transplantation. The machine uses a complex perfusion system that mimics the most core body functions close to physiology.,science
2874,19,"
Oldest matter on Earth found inside meteorite that hit Australia
","Scientists revealed on Monday that a meteorite that crashed into rural southeastern Australia in a fireball in 1969 contained the oldest material ever found on Earth. Researchers said that the 40 tiny dust grains trapped inside the meteorite fragments dated from about 7 billion years ago, about 2.5 billion years before the sun, Earth and rest of our solar system.",science
2875,20,"
Ocean acidification leading to denticle corrosion in sharks: Study
","According to a new study, global ocean acidification is having a negative effect on the growth rates and on denticle structure and composition in sharks. The researchers concluded that the denticle corrosion could, in turn, result in an increase in denticle turnover and compromise hydrodynamics and skin protection in the species.",science
2876,21,"
Long-term ""allergy memories"" are stored in bone marrow: Study
","A new study has claimed that long-term exposure to allergens generates a ""memory serum"" stored in our bone marrow, flagging threatening allergens for the future. The findings suggest that if scientists can figure out a way to neutralize the memory serum, the body will forget its allergy and the subsequent reaction attached to the allergy.",science
2877,22,"
New climate models suggest Paris goals may be out of reach
",Climate scientists have revealed that according to new climate models the goals aimed for under the Paris climate treaty may be out of reach. Scientists state that the change in predictions is because there is more data and computing power available since the current Intergovernmental Panel on Climate Change (IPCC) projections were finalised in 2013.,science
2878,23,"
Analysing DNA in soil could help track animals: Study
","A new Stanford study has outlined how studying environmental DNA (eDNA) from the soil and other environments can help with tracking animals. After analysing soil eDNA at a biological preserve, researchers identified almost every animal that the nearby camera traps spotted in four years. Researchers also found genetic evidence of a number of small mammals, rarely seen by the cameras.",science
2879,24,"
Scientists create carbon-based material called 'superdiamond'
","American scientists predicted and managed to synthesise a carbon-based material called, ""superdiamond"", with tunable mechanical and electronic properties. The researchers predicted the first thermodynamically stable carbon-based clathrate and then synthesised the clathrate structure, comprised of carbon-boron cages that trap strontium atoms, under high-pressure and high-temperature.",science
2880,25,"
Bacteria found to self-destruct to fight viral infections: Study 
","Researchers at the University of California San Diego have discovered a new immune system in bacteria, one that employs the abortive infection technique in which the bacterial cell self-destructs to keep a viral infection from spreading. Out of the 75,000 different bacteria that have had their genomes sequenced, researchers said that this new defence system is found in approximately 10%.",science
2881,26,"
Australia fire smoke will complete a full circuit of Earth: NASA
","According to NASA scientists, the smoke from Australia's bushfires has made its way halfway around the world and will make at least one full circuit around the globe. NASA has also revealed that the uplift of smoke and ash from the fires has triggered fire-induced thunderstorms, which provide a pathway for the smoke to travel upwards into the stratosphere.",science
2882,0,"
Master AI with Deep Learning module designed by IIT-B faculty
","Great Learning's PG Program in Artificial Intelligence and Machine Learning includes Deep Learning modules designed by IIT-B faculty, and is offered in collaboration with The University of Texas at Austin. It has been ranked as India's #1 AI program by AIM. Professionals can build AI skills without quitting their jobs in weekend classroom or online with mentorship formats.",science
2883,1,"
Springboard offers mentor-led and career-centric courses in Data Science
","US-based and San Francisco-headquartered online education platform Springboard has launched its first batch of 2020 in India. It offers courses in Data Science, AI/ML and Data Analytics for professionals who are tied to a personal mentor who helps them with industry insights to build projects. Springboard promises money-back to learners who can't transition to a new career post-course completion.",science
2884,2,"
Edwise to host Australia Education Fair across 17 cities in India
","Edwise is hosting Australia Education Fairs from January 12 to February 16 across 17 cities in India including Mumbai, Kolkata, Delhi, Bengaluru etc. The fairs will help students find out about academic programs, loans, scholarships & admissions requirements in Australian institutions. Students can work for 2-4 years post-studies & proceed towards permanent residency, says Edwise.",science
2885,3,"
Light flashing from human eyes caught on camera for first time
","Dartmouth scientists have for the first time ever captured light emission from the eye of a patient undergoing radiotherapy. The team collected real-time data to show that during head and neck radiation therapy, enough light is produced inside the eye to elicit a visual sensation. To capture the phenomenon, researchers used a special technology called the CDose camera imaging system.",science
2886,4,"
Teen discovers new planet on third day of internship at NASA
","Wolf Cukier, a 17-year-old who joined NASA as a summer intern for two months in 2019, discovered a previously unknown planet on the third day of his internship, the agency has revealed. Cukier, assigned to study the trajectory of two stars in the TOI 1338 solar system, noticed something in the orbit of two stars that was blocking the light.",science
2887,5,"
NASA hosts first public astronaut graduation ceremony
","American space agency, NASA on Friday celebrated its latest class of graduating astronauts at a public ceremony in Houston. The graduating class, comprising six women and seven men, is now qualified for spaceflight missions including America's return to the Moon and eventual journey to Mars. The group also included two candidates from the Canadian Space Agency (CSA).",science
2888,6,"
Binary star will explode like a bright nova by 2083: Astronomers
","American astronomers have predicted that Sagitta constellation's faint star V Sagittae will explode and appear brighter than the brightest known nova from around a century ago. The astronomers predict that the binary star will be the most luminous star in the Milky Way galaxy and will become as bright as Sirius, the brightest star visible in the night sky.",science
2889,7,"
Hubble Telescope detects smallest known dark matter clumps
","Astronomers used data from NASA's Hubble Space Telescope and the gravitational lensing effect to detect the smallest clumps of dark matter ever found. The dark matter concentrations detected by Hubble are 1/10,000th to 1/100,000th times the mass of the Milky Way's dark matter halo. Dark matter concentrations have usually been detected around large- and medium-sized galaxies.",science
2890,8,"
Scientists image heart RNA structure for the first time
","Scientists have created the first 3-D images of a special type of RNA molecule critical for stem cell programming and called genome's ""dark matter"". Researchers used the small angle X-ray scattering technique that reveals the RNA molecule's 3-D envelope. ""The RNA studied is called ""Braveheart"", it triggers the transformation of stem cells into heart cells,"" the study's lead author revealed.",science
2891,9,"
Indian-American among NASA's newly graduated batch of astronauts
","Indian-American US Air Force colonel, Raja Jon Vurputoor Chari, on Friday was amongst the 11 new NASA graduates who are all set to be a part of NASA's future missions to the International Space Station, Moon and Mars. Chari said he was inspired by his father Srinivas Chari, who came to the US from Hyderabad, for an engineering degree.",science
2892,10,"
80-year-old man develops 'eggshell' of calcium around his swollen testicle
","Doctors at Lucknow's King George's Medical University found that an ""eggshell"" of calcium had developed around the swollen testicle of an 80-year-old man. Doctors described it as a case of ""longstanding hydrocele"". ""A hydrocele is an abnormal fluid collection within the tunica vaginalis of the scrotum. Calcification of hydrocele sac is a rare complication,"" the doctors stated.",science
2893,11,"
NASA discovers a potentially habitable Earth-sized planet
","NASA's planet-hunting satellite TESS has discovered its first Earth-sized planet, within the habitable range of its star where conditions could allow liquid water's presence on the surface. The 'TOI 700 d' is located 100 light-years away and has about half the surface temperature of Sun. It is the outermost planet in its system and orbits its star every 37 days.",science
2894,12,"
Gold bar found in Mexico was from Aztec treasure: Study
","A new study has claimed that the gold bar found in a Mexico City park in 1981 was part of the Aztec treasure looted by Hernan Cortes and the Spanish conquistadors 500 years ago. The 1.93-kilogram bar, confirmed to be part of the treasure through the use of specialised X-rays, was found by a construction worker during excavations.",science
2895,13,"
China puts world's largest radio telescope into operation 
",China has officially launched world's largest radio telescope to help with its hunt for life beyond Earth. The formal operation follows a three-year trial and the telescope will gradually open to astronomers around the globe. The Five-hundred-meter Aperture Spherical radio Telescope (FAST) has a diameter of half a kilometre and a receiving area equivalent to about 30 football fields.,science
2896,14,"
Cookies baked in space, mighty mice back on Earth aboard SpaceX capsule
","Experiments including cookies baked in space and genetically enhanced 'mighty mice' on Tuesday returned to Earth from the International Space Station (ISS) aboard the SpaceX Dragon capsule. The capsule parachuted into the Pacific Ocean, a month after launching. The 40 female mice flown to space will be compared to normal 40 female mice to study zero gravity's effect on muscles.",science
2897,15,"
Body temperatures lower than they were 2 centuries ago: Study
","A new study has determined that mean body temperature in men and women in the USA, after adjusting for age, height, and weight has decreased monotonically by 0.03°C per birth decade. The study, which analysed 677,423 human body temperature measurements from three different cohort populations spanning 197 birth years, found men's average temperature to be 36.38°C, while women's reached 36.66°C.",science
2898,16,"
Rare salt formations appear along the Great Salt Lake
","Rare salt formations have been documented for the first time on the shores of the Great Salt Lake. Scientists claim that the formations could yield insights about salt structures found on Mars. ""That powder will eventually get blown away or dissolve into the lake,"" said Elliot Jagniecki, a geologist with the Utah Geological Survey.",science
2899,17,"
Scientists find oldest-known fossilised digestive tract
","Scientists have discovered one of the oldest known fossilised internal anatomical structures in the form of a fossilised digestive tract dated back 550 million years. ""These fossils fit within a very recognisable group of organisms, the cloudinids, that scientists use to identify the last 10 to 15 million years of the Ediacaran Period,"" the study's lead scientist Jim Schiffbauer said.",science
2900,18,"
Grey parrots found to share currency to help partners get food
","Scientists claim on the basis of observed behaviour that African grey parrots (Psittacus erithacus) may be the first avian known to engage in helpful behaviour towards partners in different cages. The parrots, trained to transfer tokens in exchange for food, were found to spontaneously and voluntarily help their partner in a neighbouring compartment by providing it with tokens.",science
2901,19,"
Researchers make model to predict a language's risk of disappearance
","A team of researchers affiliated with multiple institutions in New Zealand has developed a mathematical model that can be used to predict whether a language is at risk of disappearing. The team used their model to measure the likelihood of the Welsh language, finding the language to be robust and very likely to survive well into the future.",science
2902,20,"
Cuttlefish wearing 3D glasses tried to attack projected prey: Study
","Scientists have observed that cuttlefish fastened with 3D glasses extended their tentacles and attacked the shrimp that was projected on screens in front of their tanks. The researchers successfully demonstrated that, like humans, cuttlefish brains can compute distance using incoming information from both eyes at once. For the study, researchers used 11 different European cuttlefish.",science
2903,21,"
Scientists create a 18-carat gold nugget made of plastic
","Researchers have created a lightweight 18-carat gold, using a matrix of plastic in place of metallic alloy elements. To create the material, the team of researchers used protein fibres and a polymer latex to form a matrix in which they embedded discs of gold nano-crystals. Traditional 18-carat gold's density is 15 g/cm3, while the new material's density is 1.7 g/cm3.",science
2904,22,"
Jupiter flinging asteroids at Earth 'like a sniper', warns scientist
","A research has claimed Jupiter is actively flinging passing objects into the inner Solar System ""like a sniper"", potentially threatening Earth. Another theory says that Jupiter, with its huge mass, acts as a shield by sucking in or deflecting dangerous asteroids. Scientist Kevin Grazier said, ""Simulations show...Jupiter is just as likely to send comets at Earth as deflect them away"".",science
2905,23,"
Researchers observe expansion of plant life in Everest region
","A new research has shown that plant life is expanding in the area around Mount Everest. Using data from 1993 to 2018 from NASA's Landsat satellites, researchers measured small but significant increases in subnival vegetation cover across four height brackets from 4,150-6,000 metres above sea level. Researchers claim that global warming could be one of the reasons behind the expansion.",science
2906,24,"
Copper-based nanomaterials found to kill cancer cells in mice
","A team of researchers has succeeded in killing tumour cells in mice using nano-sized copper compounds together with immunotherapy. The team found that tumours are sensitive to copper oxide nanoparticles, while the compound does not affect healthy cells. The cancer returned after treating with only the nanoparticles, after which the team combined the nanoparticles with immunotherapy.",science
2907,25,"
China reports first death from new virus
","State media has reported the first known death from a new virus that has infected dozens of people in China. Forty-one people have been found to have the new virus, a coronavirus, and seven patients are still in severe condition, China's health commission said. There is no evidence that the virus can be spread between humans, according to the commission.",science
2908,26,"
China develops world’s first mobile quantum satellite station
","The world's first portable ground station for sending and receiving secure quantum communications is up and running in China. The portable satellite station the properties of photons for establishing a secure channel for transmitting and receiving quantum communications. The station has been successfully connected to Mozi, the world's first quantum communications satellite developed back in 2016.",science
2909,0,"
Admissions open for IIIT- B & upGrad's PG Diploma in ML & AI 2020 batch
","The PG Diploma course in Machine Learning & AI by IIIT-Bangalore & upGrad is designed for working professionals and has empowered 3000+ students with an average salary hike of 47%. The program offers personalized 1:1 sessions with industry experts and access to 25 personalized live sessions in groups of 8 students, hiring drives, hackathons every quarter and career support.",science
2910,1,"
Great Learning launches M.Tech degree in Data Science and ML
","Great Learning launches M.Tech degree in Data Science and Machine Learning in collaboration with PES University, ranked #1 under the New Universities category by KSURF. The full-time 2-year classroom program at the PES campus in Bangalore features world-class faculty and placement assistance with 150+ hiring partners like Uber, Swiggy, IBM, KPMG etc, and offers a degree from PES University.",science
2911,2,"
ISRO to send 22 dishes including dal, parathas for Gaganyaan mission
","The Defence Food Research Laboratory will provide 22 dishes and fruit juices, overall weighing 60 kg and 100 litres of water, for the Indian astronauts during their week-long stay in outer space as a part of ISRO's Gaganyaan mission. The food, expected to follow standards set by NASA, has been sent to ISRO for palatability and microbial tests.",science
2912,3,"
The largest specimen of world's biggest flower found in Indonesia
","Indonesian conservationists have claimed that they've spotted the biggest specimen ever of what is known as one of the world's largest flowers, the Rafflesia tuan-mudae. The record-setting Rafflesia flower measured 111 centimetres (3.6 foot) in diameter, which is 4 centimetres larger than the one found in the jungles of West Sumatra several years ago.",science
2913,4,"
Musk hints Tesla Cybertruck may be sent to Mars in 2022 mission 
","Tesla and SpaceX CEO Elon Musk has hinted that the automaker's Cybertruck could be on board the Starship spacecraft during its cargo mission to Mars in 2022. When a Twitter user questioned him on such a possibility, Musk replied with the 'smiling face with sunglasses' emoji. Earlier, Musk said that Starship ""definitely"" had the payload capacity to carry a Cybertruck.",science
2914,5,"
India suffers hottest decade on record
","India Meteorological Department said on Monday that the last decade was India's hottest decade since the records began in 1901. The department called the impact of global warming ""unmistakable"" and revealed that extreme weather killed more than 1,500 people last year. Temperatures between 2010 and 2019 were found to be 0.36 degrees Celsius above the long-term average.",science
2915,6,"
NASA loses contact with satellite seeking planets outside Solar System
","NASA's Jet Propulsion Laboratory has lost contact with ASTERIA, a briefcase-sized satellite designed to find planets outside Solar System. The space agency said the last successful communication with it occurred on December 5 and attempts to contact it could continue into March. The satellite observes stars for a dip in their brightness to indicate the presence of an orbiting planet.",science
2916,7,"
Study shows animal life thriving around Fukushima
","University of Georgia researchers have found that nearly a decade after the nuclear accident in Japan's Fukushima, wildlife populations are abundant in areas void of human life. Photographic data was gathered from 106 camera sites from three zones for 120 days. The species seen in higher numbers in the uninhabited or restricted zones included raccoons, Japanese marten and Japanese macaque.",science
2917,8,"
Archaeologists unearth ancient wine measuring table in Jerusalem
","Israeli archaeologists unveiled an ancient table on Monday that was used to measure wine and olive oil, which they said helps prove a market once stood at the site in occupied east Jerusalem. The Israel Antiquities Authority (IAA) said the 2,000-year-old table was unearthed in the City of David National Park, between the Old City and Silwan.",science
2918,9,"
Seven whales rescued from mass stranding in New Zealand
",Seven whales were successfully herded back to sea after they survived a mass stranding at a New Zealand beach on Saturday. The marine conservation group Project Jonah had earlier appealed for trained medics to go to Matarangi Harbour to assist with the rescue. Long-finned pilot whales are regularly involved in mass strandings in New Zealand waters.,science
2919,10,"
ESA releases calendar showcasing 12 lesser-known Hubble images
","A commemorative calendar has been published by the European Space Agency showcasing 12 lesser-known images captured by the Hubble Space Telescope, marking 30 years since its launch. The images, dubbed 'hidden gems' by the ESA, show galactic mergers, dying stars and diamond-like clusters. The Hubble Telescope was launched in April 1990 as a joint NASA and ESA mission.",science
